code, display, definition
51013009, Sulfadimethoxine, 
51073002, Phenobarbital product, 
51103004, Hypertonic saline, 
51126006, Benzestrol preparation, 
51132001, Hyaluronidase product, 
51326002, BCNU - Carmustine, 
51334008, Cycloserine, 
51361008, Amantadine, 
51425004, Scorpion antivenin, 
51555009, Desiccated liver preparation, 
51752005, Chologon, 
51758009, Amidine, 
51779009, Cephalosporin -class of antibiotic-, 
51908007, Prenylamine, 
51992002, Gastrin preparation, 
52017007, Antiemetic, 
52108005, Ferrous fumarate, 
52215008, Desonide, 
52388000, Prednisolone, 
52412009, Methylergonovine maleate preparation, 
52423008, Tar preparation, 
52451004, Dihydroindolone derivative antipsychotic agent, 
52489009, Vasopressin tannate preparation, 
52628005, Typhoid-paratyphoid vaccine, 
52761007, Anticholinesterase parasympathomimetic, 
52883001, para-Hydroxyamphetamine, 
52896000, Chinoform, 
53009005, Analgesic, 
53480001, Phentermine, 
53584007, Methacholine, 
53640004, Fluoxetine, 
53641000, Flavoxate, 
53691001, Calcium gluconate, 
53793005, Escherichia coli antibody, 
53800008, Dithranol, 
53848009, Metyrapone, 
53855006, Neostigmine bromide, 
54142000, Domiphen, 
54344006, Flurbiprofen, 
54391004, Levamisole, 
54406003, Methoxamine, 
54541002, Ergometrine preparation, 
54544005, Pethidine, 
54577009, Ceftizoxime, 
54659006, Thiamine hydrochloride preparation, 
54705000, Temazepam, 
54765002, Phenylephrine, 
54824008, Isometheptene, 
54882005, Amfepramone, 
54887004, Cefalexin, 
54972005, Tretinoin, 
54982006, Promethestrol preparation, 
55015008, E325 - Sodium lactate, 
55217007, Calcium carbonate, 
55432002, Azlocillin, 
55556000, Tetracaine, 
55673009, Iothalamate sodium I^125^, 
55745002, Propranolol, 
55782006, Amide-type anesthetic, 
55784007, Natural hormone preparation, 
55830003, Menotrophin, 
55867006, Aminophylline, 
55889005, Praziquantel, 
56011005, Stinging insects immunotherapy extract, 
56014002, Hydroxyprogesterone, 
56032002, Androstanolone, 
56059005, Mebendazole product, 
56123002, Hexamine, 
56230001, Bretylium, 
56234005, Growth hormone product, 
56240003, Paramethasone acetate preparation, 
56281006, Anesthetic ether, 
56480005, Parabromdylamine, 
56549003, Metoclopramide, 
56602009, Hydroxycarbamide, 
56615000, Polyestradiol phosphate preparation, 
56656002, Magnesium-based antacid, 
56844000, Yellow fever vaccine product, 
56928005, Etoposide product, 
56934003, PVP - Polyvinylpyrrolidone, 
57002000, Chlorprothixene, 
57066004, Cisplatin product, 
57123008, Urinary acidifier, 
57191001, Chloramphenicol product, 
57263002, Oxiconazole, 
57376006, Monosodium carbonate, 
57538001, Chlortetracycline, 
57616006, STD - Sodium tetradecyl sulfate, 
57670008, Cefoxitin, 
57752001, Gentamicin product, 
57811004, Dihydrocodeine, 
57819002, Somatotropin inhibiting factor preparation, 
57845006, Isoprenaline, 
57853003, Clidinium, 
57893000, Chlortalidone, 
57952007, Lipid lowering drug, 
58050004, Antiparkinsonian agent, 
58098008, Tetanus toxoid adsorbed, 
58360000, Phenazocine, 
58467001, Papaverine, 
58502006, Propylamine derivative antihistamine, 
58760003, Antimetabolites, 
58805000, Pituitary hormone preparation, 
58883005, Clindamycin, 
58892008, F3T - trifluorothymidine, 
58905004, Diazoxide, 
58944007, Vasodilator, 
59057006, Antihemophilic factor preparation, 
59187003, Dopamine product, 
59240002, MMC-Mitomycin-C, 
59245007, Hypophysiostatic factor preparation, 
59255006, Sulfonamide, 
59261009, Oral contraceptive preparation, 
59270007, Loxapine, 
59456005, Astemizole, 
59589008, Pyrimethamine product, 
59594008, Nondepolarizing agent, 
59751001, Cough suppressant, 
59799001, Osmotic diuretic product, 
59941008, Diltiazem, 
59953007, Pyridostigmine, 
59999009, Tetanus and diphtheria toxoid adsorbed for adult use, 
60090003, Soft drug, 
60093001, Phenylpropanolamine hydrochloride, 
60149003, Indometacin, 
60169008, Antacid, 
60468008, Magnesium hydroxide, 
60520004, Thiamine mononitrate preparation, 
60533005, Astringent drug, 
60541005, Lanatoside C, 
60682004, Echothiophate, 
60731009, Diethylcarbamazine, 
60767002, Normal animal serum, 
60881009, Heroin, 
60972002, Irrigating solution, 
60978003, Barbiturate, 
61020000, Thyroid preparation, 
61093008, Prolactin inhibiting factor preparation, 
61123001, Amobarbital sodium, 
61132004, Gas gangrene antitoxin, 
61153008, Measles, mumps and rubella vaccine, 
61181002, Meprednisone preparation, 
61408004, Molindone, 
61457001, Adrenal hormone preparation, 
61602008, Pertussis vaccine, 
61621000, Laxative, 
61623002, Buclizine, 
61650007, Niacinamide preparation, 
61651006, Cefamandole, 
61862008, Meticillin, 
61939007, Diphenylmethane laxative, 
61946003, Estrogenic preparation, 
62051009, Dichlorisone preparation, 
62063004, Nasal anti-inflammatory preparation, 
62191005, Injectable liver preparation, 
62288001, Anthelmintic, 
62294009, Varicella-zoster immune globulin, 
62353003, Clomifene citrate, 
62354009, Bronchitis vaccine, 
62529008, Tiotixene, 
62560008, Fluorometholone ophthalmic preparation, 
62782004, Clonidine, 
63094006, Anticonvulsant, 
63136007, Phytonadione preparation, 
63318000, Benzoic acid, 
63338004, Drug flavoring, 
63470003, Fluoxymesterone preparation, 
63639004, Niacin preparation, 
63682003, Halothane, 
63758001, Norethindrone preparation, 
63822004, Vitamin E preparation, 
64083002, Genitourinary smooth muscle relaxant, 
64115004, Amodiaquin, 
64127001, Dactinomycin, 
64240003, Methandrostenolone preparation, 
64296005, Staphylococcus toxoid, 
64349004, Griseofulvin, 
64462001, Terpin, 
64558005, Metixene, 
64851009, Diiodohydroxyquin, 
64878006, Methylthiouracil, 
65020006, Benzocaine, 
65026000, Ephedrine, 
65041000, Biperiden, 
65092008, Chloropyrilene, 
65265006, Thromboplastin, 
65461004, Adrenal cortex extract, 
65484006, Prostacycline PGI>2< preparation, 
65502005, Epinephrine preparation, 
65505007, Gastrointestinal smooth muscle relaxant, 
65627005, 4-Amino-2-methyl-1-naphthol hydrate preparation, 
65628000, Skin agent, 
65638005, Corticotropin zinc hydroxide preparation, 
65695006, General inhalation anesthetic, 
65823007, Protective agent, 
65884003, Antrapurol, 
65965000, Micrurus fulvius antivenin, 
66065008, Saline laxative, 
66094001, Probenecid, 
66125007, Flunisolide nasal preparation, 
66243004, Norethindrone acetate preparation, 
66261008, Tetracycline, 
66349002, Androgenic preparation, 
66441000, Pantothenic acid preparation, 
66492008, Isoflurane, 
66493003, Theophylline, 
66602007, Stanozolol preparation, 
66672008, Ester type local anesthetic, 
66742008, Pigmenting agent, 
66854004, Betamethasone valerate, 
66859009, Dipyridamole, 
66860004, Aluminum chloride, 
66919007, Methyclothiazide, 
66971004, Colestipol, 
67213005, Lymphocyte immune globulin, 
67423003, Acylaminopenicillin, 
67440007, Alpha-adrenergic blocking agent, 
67477004, Valproate, 
67507000, Antiarrhythmic drug, 
67585005, Topical anesthetic, 
67735003, Paclitaxel, 
67891001, Second generation cephalosporin, 
67939000, Apomorphine, 
68088000, Acebutolol, 
68113000, Hib oligosaccharide conjugate (diphtheria CRM>197< protein conjugate) vaccine, 
68206008, Calcitriol preparation, 
68208009, Diphtheria and tetanus toxoid adsorbed, 
68395000, Calcium chloride, 
68398003, Somatomedin preparation, 
68402007, Carbonic anhydrase inhibitor, 
68407001, Hydrogen peroxide solution 30%, 
68422006, Cloxacillin, 
68424007, Isoflurophate, 
68444001, Doxorubicin, 
68461003, Surgical jelly, 
68490009, Sodium propionate, 
68622003, Secretin preparation, 
68702006, Sodium aurothiomalate, 
68774008, Isoxsuprine, 
68864001, Polyvalent reptile antivenin, 
68887009, Methotrexate, 
68892006, Penicillinase-resistant penicillin, 
69107004, Dantrolene, 
69204002, Guanadrel, 
69227005, Class II antiarrhythmic drug, 
69236009, Amiodarone, 
69242008, Miotic, 
69331001, Aminocyclohexylpenicillin, 
69431002, Immunosuppressant, 
69509008, Biological agent, 
69576000, Menadione preparation, 
69708003, Clonazepam, 
69801001, Sodium estrone sulfate preparation, 
69879000, Altretamine, 
69918003, Aztreonam, 
69967001, Sucralfate, 
70047000, Sulfamethoxazole, 
70216000, Undecylenate salt, 
70254000, Sulfamethizole, 
70343008, Piperazine derivative antihistamine, 
70379000, Sodium chloride, 
70447008, Polyvalent pneumococcal vaccine, 
70460002, Fish liver oil preparation, 
70702006, Deferoxamine, 
70776005, Pemoline, 
70841003, Chymotrypsin preparation, 
70864001, Meprobamate, 
70934008, Demecarium, 
71181003, Vaccine, 
71289008, Snake antivenin, 
71338005, Vasopressin preparation, 
71451001, Kanamycin, 
71453003, Mupirocin, 
71455005, Flurandrenolone preparation, 
71462001, Podophyllum resin, 
71516007, Ergocalciferol preparation, 
71584004, Sodium phosphate, 
71634000, Chlormezanone, 
71699007, Trifluoperazine, 
71724000, Ferrous sulfate, 
71731001, Medrysone ophthalmic preparation, 
71759000, Nitroglycerin, 
71770007, Monoamine oxidase inhibitor, 
71798005, Fenoprofen, 
71837009, Cytotoxic agent, 
72312007, Cyclandelate, 
72398005, Ophthalmic sulfonamide preparation, 
72416006, Metacycline, 
72623000, 2-Amino-6-mercaptopurine, 
72824008, Cholestyramine, 
72870001, Scopolamine, 
72924009, Clofazimine, 
72968006, Sodium salicylate, 
72996000, Drug builder, 
73074003, Colistin, 
73093001, Neomycin, 
73133000, Colchicine, 
73170009, Menthol, 
73212002, Adipiodone, 
73228007, Non-steroidal estrogen preparation, 
73274006, Human plasma cryoprecipitate, 
73277004, Mecamylamine, 
73454001, Desmopressin preparation, 
73572009, Morphine, 
73585007, Phenytoin sodium, 
73627008, Caloric agent, 
73639000, Prescription drug, 
73647000, Dipivefrine, 
73756003, Amobarbital, 
73763003, Extended spectrum penicillin, 
73805002, Thyrotropin releasing hormone preparation, 
73949004, Atropine, 
73986003, Cefuroxime, 
74022005, Mepenzolate, 
74065006, Prazepam, 
74074008, Atracurium, 
74147005, Edetate disodium, 
74213004, Indapamide, 
74226000, Vitamin K preparation, 
74470007, Cyclophosphamide, 
74480006, Potassium supplement, 
74575000, Piperacillin, 
74583006, Hydroquinone product, 
74626007, Drug diluent, 
74632002, Succinimide, 
74674007, Propofol, 
74771007, Phenoxybenzamine, 
74780007, Anthraquinone laxatives, 
74782004, Naturally occurring alkaloid, 
74798006, Pipenzolate, 
74819009, Acetohydroxamic acid, 
75029008, Desoxycorticosterone preparation, 
75201000, Bacterin - toxoid, 
75203002, Mometasone, 
75292001, Vincristine sulfate, 
75366006, Sodium calciumedetate, 
75429004, Dexbrompheniramine, 
75501004, Bromazine, 
75661008, delta-Tocopherol preparation, 
75748004, Theophylline sodium glycinate, 
75770001, Urea topical preparation, 
75927008, Floxuridine, 
75959001, Tamoxifen, 
75969007, Gonadotropin releasing factor preparation, 
76058001, Prazosin, 
76155001, Iopanoic acid, 
76286000, Gallamine, 
76289007, Xylometazoline, 
76385003, Alpha 1 adrenergic blocking agent, 
76390000, Practolol, 
76591000, Bleomycin, 
76696004, Noscapine, 
76759004, Disopyramide product, 
76962009, Iproniazid, 
77035009, Clofibrate, 
77048008, Dip/ser, 
77237006, Emetic, 
77331005, Normal animal globulin concentrate, 
77390008, Benzatropine, 
77398001, Antidiarrhea agent, 
77549006, Terpene, 
77657003, Illegal drug, 
77731008, N-Acetylcysteine, 
77750008, Dacarbazine, 
77856005, Esmolol, 
77885004, Mestranol product, 
77898008, Simethicone, 
78025001, Ganciclovir product, 
78057000, Carbol-fuchsin topical solution, 
78174002, Mezlocillin, 
78379001, Reserpine, 
78411008, Thiopental sodium, 
78439009, Citrate salt, 
78449007, Nitrazepam, 
78507004, Benzylpenicillin, 
78542000, Potassium citrate product, 
15911003, Cow's milk protein sensitivity, 
25868003, Soy protein sensitivity, 
59037007, Drug intolerance, 
61712006, Transient gluten sensitivity, 
72354005, Oral contraceptive intolerance, 
91929009, Anti-infectives allergy, 
91930004, Allergy to eggs, 
91931000, Erythromycin allergy, 
91932007, Allergy to fruit, 
91933002, Macrolide allergy, 
91934008, Nut allergy, 
91935009, Allergy to peanuts, 
91936005, Penicillin allergy, 
91937001, Seafood allergy, 
91938006, Allergy to strawberries, 
91939003, Sulfonamide allergy, 
91940001, Allergy to walnut, 
188336009, Laboratory animal dander allergy, 
197493001, Malabsorption due to intolerance to soy protein, 
197494007, Intestinal malabsorption of fat, 
200848004, Allergic contact dermatitis due to plants, except food, 
213020009, Egg protein allergy, 
232346004, Allergy to cat dander, 
232347008, Allergy to animal dander, 
232348003, Feather allergy, 
232349006, House dust allergy, 
232350006, House dust mite allergy, 
235719002, Food intolerance, 
235720008, Malabsorption caused by intolerance to carbohydrate, 
292545003, Adverse reaction to oxitropium, 
293580007, Allergy to over-the-counter drug, 
293582004, Analgesic allergy, 
293583009, Non-opioid analgesic allergy, 
293584003, Acetaminophen allergy, 
293585002, Salicylate allergy, 
293586001, Aspirin allergy, 
293587005, Opioid analgesic allergy, 
293588000, Pentazocine allergy, 
293589008, Phenazocine allergy, 
293590004, Methadone analog allergy, 
293591000, Dextromoramide allergy, 
293592007, Dextropropoxyphene allergy, 
293593002, Dipipanone allergy, 
293594008, Methadone allergy, 
293595009, Morphinan opioid allergy, 
293596005, Buprenorphine allergy, 
293597001, Codeine allergy, 
293598006, Diamorphine allergy, 
293599003, Dihydrocodeine allergy, 
293600000, Nalbuphine allergy, 
293601001, Morphine allergy, 
293602008, Opium alkaloid allergy, 
293603003, Pethidine analog allergy, 
293604009, Alfentanil allergy, 
293605005, Fentanyl allergy, 
293606006, Pethidine allergy, 
293607002, Phenoperidine allergy, 
293608007, Meptazinol allergy, 
293609004, Levorphanol allergy, 
293610009, Non-steroidal anti-inflammatory drug allergy, 
293611008, Acemetacin allergy, 
293612001, Azapropazone allergy, 
293613006, Diclofenac allergy, 
293614000, Etodolac allergy, 
293615004, Felbinac allergy, 
293616003, Fenbufen allergy, 
293617007, Fenoprofen allergy, 
293618002, Flurbiprofen allergy, 
293619005, Ibuprofen allergy, 
293620004, Indometacin allergy, 
293621000, Ketoprofen allergy, 
293622007, Ketorolac allergy, 
293623002, Mefenamic acid allergy, 
293624008, Nabumetone allergy, 
293625009, Naproxen allergy, 
293626005, Nefopam allergy, 
293627001, Oxyphenbutazone allergy, 
293628006, Phenylbutazone allergy, 
293629003, Piroxicam allergy, 
293630008, Sulindac allergy, 
293631007, Tenoxicam allergy, 
293632000, Tiaprofenic acid allergy, 
293633005, Tolmetin allergy, 
293634004, Diagnostic agent allergy, 
293635003, Tuberculin allergy, 
293636002, Radiopharmaceutical allergy, 
293637006, Contrast media allergy, 
293638001, X-ray contrast media allergy, 
293639009, Magnetic resonance imaging contrast media allergy, 
293640006, Allergen extract vaccine allergy, 
293641005, Diagnostic dye allergy, 
293643008, Drug groups primarily affecting the gastrointestinal system allergy, 
293644002, Ulcer healing drug allergy, 
293645001, Bismuth chelate allergy, 
293646000, Sucralfate allergy, 
293647009, Liquorice allergy, 
293648004, Misoprostol allergy, 
293649007, H2 receptor antagonist allergy, 
293650007, Cimetidine allergy, 
293651006, Famotidine allergy, 
293652004, Nizatidine allergy, 
293653009, Ranitidine allergy, 
293654003, Proton pump inhibitor allergy, 
293655002, Omeprazole allergy, 
293656001, Lansoprazole allergy, 
293657005, Carbenoxolone allergy, 
293658000, Pirenzepine allergy, 
293659008, Pancreatin allergy, 
293660003, Mesalazine allergy, 
293662006, Olsalazine allergy, 
293663001, Sulfasalazine allergy, 
293664007, Antacid allergy, 
293665008, Magnesium trisilicate allergy, 
293666009, Aluminum hydroxide allergy, 
293667000, Antidiarrheal drug allergy, 
293668005, Loperamide allergy, 
293669002, Kaolin allergy, 
293670001, Motility stimulant allergy, 
293671002, Cisapride allergy, 
293672009, Antiemetic allergy, 
293673004, Nabilone allergy, 
293674005, Domperidone allergy, 
293675006, Metoclopramide allergy, 
293676007, 5-Hydroxytryptamine-3-receptor antagonist allergy, 
293677003, Laxative allergy, 
293678008, Bisacodyl allergy, 
293679000, Dantron allergy, 
293680002, Sodium picosulfate allergy, 
293681003, Lactulose allergy, 
293682005, Magnesium sulfate allergy, 
293683000, Bulk-forming laxative allergy, 
293684006, Anthraquinone laxative allergy, 
293685007, Cascara allergy, 
293686008, Senna allergy, 
293687004, Docusate allergy, 
293688009, Antispasmodic allergy, 
293689001, Hyoscine butylbromide allergy, 
293690005, Peppermint oil allergy, 
293691009, Alverine allergy, 
293692002, Mebeverine allergy, 
293693007, Dicycloverine allergy, 
293694001, Mepenzolate allergy, 
293695000, Pipenzolate allergy, 
293696004, Poldine allergy, 
293697008, Propantheline allergy, 
293698003, Bile agent allergy, 
293699006, Chenodeoxycholic acid allergy, 
293700007, Dehydrocholic acid allergy, 
293701006, Ursodeoxycholic acid allergy, 
293702004, Chenodeoxycholic and ursodeoxycholic acid allergy, 
293703009, Anesthetics and medical gases allergy, 
293704003, General anesthetic drug allergy, 
293705002, Intravenous anesthetics allergy, 
293706001, Etomidate allergy, 
293707005, Ketamine allergy, 
293708000, Propofol allergy, 
293709008, Thiopental allergy, 
293710003, Methohexitone allergy, 
293711004, Inhalational anesthetics allergy, 
293712006, Enflurane allergy, 
293713001, Ether, anesthetic allergy, 
293714007, Halothane allergy, 
293715008, Isoflurane allergy, 
293716009, Trichloroethylene allergy, 
293717000, Desflurane allergy, 
293718005, Local anesthetic drug allergy, 
293719002, Bupivacaine allergy, 
293720008, Cinchocaine allergy, 
293721007, Prilocaine allergy, 
293722000, Lidocaine allergy, 
293723005, Cocaine allergy, 
293724004, Benzocaine allergy, 
293725003, Tetracaine allergy, 
293726002, Oxybuprocaine allergy, 
293727006, Procaine allergy, 
293728001, Proxymetacaine allergy, 
293730004, Immunostimulant allergy, 
293732007, Amifostine allergy, 
293733002, Aldesleukin allergy, 
293734008, Colony stimulating factors allergy, 
293735009, Molgramostim allergy, 
293736005, Lenograstim allergy, 
293737001, Filgrastim allergy, 
293738006, Levamisole allergy, 
293739003, Antineoplastic allergy, 
293740001, Alkylating drug allergy, 
293741002, Mitobronitol allergy, 
293742009, Busulfan allergy, 
293743004, Treosulfan allergy, 
293745006, Thiotepa allergy, 
293746007, Nitrogen mustard derivative allergy, 
293747003, Chlorambucil allergy, 
293748008, Cyclophosphamide allergy, 
293749000, Ethoglucid allergy, 
293750000, Ifosfamide allergy, 
293751001, Melphalan allergy, 
293752008, Estramustine allergy, 
293753003, Chlormethine allergy, 
293754009, Nitrosurea allergy, 
293755005, Carmustine allergy, 
293756006, Lomustine allergy, 
293757002, Triazene antineoplastic allergy, 
293758007, Dacarbazine allergy, 
293759004, Cytotoxic antibiotic allergy, 
293760009, Dactinomycin allergy, 
293761008, Bleomycin allergy, 
293762001, Mitomycin allergy, 
293763006, Plicamycin allergy, 
293764000, Aclarubicin allergy, 
293765004, Mitoxantrone allergy, 
293766003, Doxorubicin allergy, 
293767007, Epirubicin allergy, 
293768002, Idarubicin allergy, 
293769005, Antimetabolite allergy, 
293770006, Mercuric oxide allergy, 
293771005, Methotrexate allergy, 
293772003, Mercaptopurine allergy, 
293773008, Tioguanine allergy, 
293774002, Pentostatin allergy, 
293775001, Cytarabine allergy, 
293776000, Fluorouracil allergy, 
293777009, Etoposide allergy, 
293778004, Amsacrine allergy, 
293779007, Carboplatin allergy, 
293780005, Cisplatin allergy, 
293781009, Hydroxycarbamide allergy, 
293782002, Procarbazine allergy, 
293783007, Razoxane allergy, 
293784001, Crisantaspase allergy, 
293785000, Paclitaxel allergy, 
293786004, Fludarabine allergy, 
293787008, Aminoglutethimide allergy, 
293788003, Estrogen antagonist allergy, 
293789006, Trilostane allergy, 
293790002, Tamoxifen allergy, 
293791003, Formestane allergy, 
293792005, Vinca alkaloid allergy, 
293793000, Vinblastine allergy, 
293794006, Vincristine allergy, 
293795007, Vindesine allergy, 
293796008, Dimethyl sulfoxide allergy, 
293797004, Immunosuppressant allergy, 
293798009, Ciclosporin allergy, 
293799001, Azathioprine allergy, 
293800002, Drug groups primarily affecting the central nervous system allergy, 
293801003, Centrally acting appetite suppressant allergy, 
293802005, Mazindol allergy, 
293803000, Phentermine allergy, 
293804006, Dexfenfluramine allergy, 
293805007, Diethylpropion allergy, 
293806008, Fenfluramine allergy, 
293807004, Dopaminergic drug used in parkinsonism allergy, 
293808009, Levodopa allergy, 
293809001, Benserazide + levodopa allergy, 
293810006, Carbidopa + levodopa allergy, 
293811005, Amantadine allergy, 
293812003, Apomorphine allergy, 
293813008, Lisuride allergy, 
293814002, Pergolide allergy, 
293815001, Bromocriptine allergy, 
293816000, Antidepressant drug allergy, 
293817009, Lithium allergy, 
293818004, Lithium carbonate allergy, 
293819007, Lithium citrate allergy, 
293821002, Tricyclic antidepressant drug allergy, 
293822009, Butriptyline allergy, 
293823004, Doxepin allergy, 
293824005, Iprindole allergy, 
293825006, Lofepramine allergy, 
293826007, Nortriptyline allergy, 
293827003, Trimipramine allergy, 
293828008, Amoxapine allergy, 
293829000, Amitriptyline allergy, 
293830005, Clomipramine allergy, 
293831009, Desipramine allergy, 
293832002, Dosulepin allergy, 
293833007, Imipramine allergy, 
293834001, Protriptyline allergy, 
293835000, Monoamine oxidase inhibitor allergy, 
293836004, Phenelzine allergy, 
293837008, Iproniazid allergy, 
293838003, Isocarboxazid allergy, 
293839006, Tranylcypromine allergy, 
293840008, Moclobemide allergy, 
293841007, Compound antidepressants allergy, 
293842000, Tryptophan allergy, 
293843005, Venlafaxine allergy, 
293844004, Selective serotonin re-uptake inhibitor allergy, 
293845003, Sertraline allergy, 
293847006, Paroxetine allergy, 
293848001, Nefazodone allergy, 
293849009, Citalopram allergy, 
293850009, Fluoxetine allergy, 
293851008, Fluvoxamine allergy, 
293852001, Tetracyclic antidepressant drug allergy, 
293853006, Maprotiline allergy, 
293854000, Mianserin allergy, 
293855004, Trazodone allergy, 
293856003, Viloxazine allergy, 
293857007, Antiepileptic allergy, 
293858002, Beclamide allergy, 
293859005, Lamotrigine allergy, 
293860000, Piracetam allergy, 
293861001, Gabapentin allergy, 
293862008, Sodium valproate allergy, 
293863003, Barbiturate antiepileptic allergy, 
293864009, Methylphenobarbital allergy, 
293865005, Phenobarbital allergy, 
293866006, Primidone allergy, 
293867002, Carbamazepine allergy, 
293868007, Vigabatrin allergy, 
293869004, Phenytoin allergy, 
293870003, Ethosuximide allergy, 
293871004, Clonazepam allergy, 
293873001, Sedative allergy, 
293874007, Zopiclone allergy, 
293875008, Zolpidem allergy, 
293876009, Chlormezanone allergy, 
293877000, Methyprylone allergy, 
293878005, Paraldehyde allergy, 
293879002, Barbiturate sedative allergy, 
293880004, Amobarbital allergy, 
293881000, Butobarbital allergy, 
293882007, Cyclobarbitone allergy, 
293883002, Amobarbital sodium allergy, 
293884008, Secobarbital allergy, 
293885009, Benzodiazepine sedative allergy, 
293886005, Flunitrazepam allergy, 
293887001, Flurazepam allergy, 
293888006, Loprazolam allergy, 
293889003, Lormetazepam allergy, 
293890007, Nitrazepam allergy, 
293891006, Triazolam allergy, 
293892004, Alprazolam allergy, 
293893009, Bromazepam allergy, 
293894003, Chlordiazepoxide allergy, 
293895002, Clobazam allergy, 
293896001, Dipotassium clorazepate allergy, 
293897005, Ketazolam allergy, 
293898000, Medazepam allergy, 
293899008, Oxazepam allergy, 
293900003, Prazepam allergy, 
293901004, Midazolam allergy, 
293902006, Diazepam allergy, 
293903001, Lorazepam allergy, 
293904007, Temazepam allergy, 
293905008, Carbamate sedative allergy, 
293906009, Meprobamate allergy, 
293907000, Chloral sedative allergy, 
293908005, Chloral hydrate allergy, 
293909002, Dichloralphenazone allergy, 
293910007, Triclofos sodium allergy, 
293911006, Buspirone allergy, 
293912004, Clomethiazole allergy, 
293913009, Neuroleptic allergy, 
293914003, Sulpiride allergy, 
293915002, Loxapine allergy, 
293916001, Clozapine allergy, 
293917005, Risperidone allergy, 
293918000, Tetrabenazine allergy, 
293919008, Butyrophenone allergy, 
293920002, Benperidol allergy, 
293921003, Trifluperidol allergy, 
293922005, Haloperidol decanoate allergy, 
293923000, Droperidol allergy, 
293924006, Haloperidol allergy, 
293925007, Diphenylbutylpiperidine allergy, 
293926008, Pimozide allergy, 
293927004, Fluspirilene allergy, 
293928009, Phenothiazine allergy, 
293929001, Levomepromazine allergy, 
293930006, Pericyazine allergy, 
293931005, Fluphenazine decanoate allergy, 
293932003, Fluphenazine enanthate allergy, 
293933008, Thiethylperazine allergy, 
293934002, Fluphenazine allergy, 
293935001, Chlorpromazine allergy, 
293936000, Pipotiazine allergy, 
293937009, Promazine allergy, 
293938004, Thioridazine allergy, 
293939007, Perphenazine allergy, 
293940009, Prochlorperazine allergy, 
293941008, Trifluoperazine allergy, 
293942001, Thioxanthene allergy, 
293943006, Chlorprothixene allergy, 
293944000, Flupentixol decanoate allergy, 
293945004, Zuclopenthixol decanoate allergy, 
293946003, Zuclopenthixol allergy, 
293948002, Flupentixol allergy, 
293949005, Oxypertine allergy, 
293950005, Remoxipride allergy, 
293951009, Decarboxylase inhibitor allergy, 
293952002, Selegiline allergy, 
293953007, Central stimulant allergy, 
293954001, Pemoline allergy, 
293955000, Methylphenidate allergy, 
293956004, Prolintane allergy, 
293957008, Amfetamine group allergy, 
293958003, Dexamfetamine allergy, 
293959006, Alcohol metabolism modifier allergy, 
293960001, Disulfiram allergy, 
293961002, Drug groups primarily affecting the autonomic nervous system allergy, 
293962009, Beta-adrenoceptor blocking drug allergy, 
293963004, Cardioselective beta-blocker allergy, 
293964005, Acebutolol allergy, 
293965006, Atenolol allergy, 
293966007, Betaxolol allergy, 
293967003, Bisoprolol allergy, 
293968008, Celiprolol allergy, 
293969000, Esmolol allergy, 
293970004, Metoprolol allergy, 
293971000, Non-cardioselective beta-blocker allergy, 
293972007, Nadolol allergy, 
293973002, Pindolol allergy, 
293974008, Carvedilol allergy, 
293975009, Metipranolol allergy, 
293976005, Carteolol allergy, 
293977001, Labetalol allergy, 
293978006, Levobunolol allergy, 
293979003, Oxprenolol allergy, 
293980000, Penbutolol allergy, 
293981001, Practolol allergy, 
293982008, Propranolol allergy, 
293983003, Sotalol allergy, 
293984009, Timolol allergy, 
293985005, Alpha-adrenoceptor blocking drug allergy, 
293986006, Alfuzosin allergy, 
293987002, Doxazosin allergy, 
293988007, Indoramin allergy, 
293989004, Phenoxybenzamine allergy, 
293990008, Phentolamine allergy, 
293991007, Prazosin allergy, 
293992000, Terazosin allergy, 
293993005, Nicotine allergy, 
293994004, Calcium-channel blocker allergy, 
293995003, Lidoflazine allergy, 
293996002, Nifedipine allergy, 
293997006, Prenylamine allergy, 
293998001, Isradipine allergy, 
293999009, Felodipine allergy, 
294000006, Lacidipine allergy, 
294001005, Nimodipine allergy, 
294002003, Amlodipine allergy, 
294003008, Diltiazem allergy, 
294004002, Nicardipine allergy, 
294005001, Verapamil allergy, 
294006000, Parasympathomimetic allergy, 
294007009, Pilocarpine allergy, 
294008004, Acetylcholine chloride allergy, 
294009007, Methacholine allergy, 
294010002, Anticholinesterase parasympathomimetic allergy, 
294011003, Physostigmine allergy, 
294012005, Demecarium allergy, 
294013000, Distigmine allergy, 
294014006, Ecothiopate allergy, 
294015007, Edrophonium allergy, 
294016008, Pyridostigmine allergy, 
294017004, Neostigmine allergy, 
294018009, Bethanechol allergy, 
294019001, Carbachol allergy, 
294020007, Sympathomimetic allergy, 
294021006, Isoetharine hydrochloride allergy, 
294022004, Phenylpropanolamine hydrochloride allergy, 
294023009, Pseudoephedrine allergy, 
294024003, Alpha-adrenoceptor agonist allergy, 
294025002, Oxedrine tartrate allergy, 
294026001, Metaraminol allergy, 
294027005, Methoxamine allergy, 
294028000, Naphazoline allergy, 
294029008, Norepinephrine allergy, 
294030003, Phenylephrine allergy, 
294031004, Xylometazoline allergy, 
294032006, Beta-adrenoceptor agonist allergy, 
294033001, Selective beta-2 adrenoceptor stimulants allergy, 
